"","Date","StartTime","Away","AwayPts","Home","HomePts","Attend","season"
"3750","Wed, Dec 6, 2017","7:00p","Chicago Bulls","96","Indiana Pacers","98","13,013",2018
"3751","Wed, Dec 6, 2017","7:00p","Atlanta Hawks","106","Orlando Magic","110","16,167",2018
"3752","Wed, Dec 6, 2017","7:30p","Dallas Mavericks","90","Boston Celtics","97","18,624",2018
"3753","Wed, Dec 6, 2017","7:30p","Memphis Grizzlies","88","New York Knicks","99","19,812",2018
"3754","Wed, Dec 6, 2017","8:00p","Golden State Warriors","101","Charlotte Hornets","87","19,334",2018
"3755","Wed, Dec 6, 2017","8:00p","Detroit Pistons","100","Milwaukee Bucks","104","15,841",2018
"3756","Wed, Dec 6, 2017","8:00p","Denver Nuggets","114","New Orleans Pelicans","123","15,353",2018
"3757","Wed, Dec 6, 2017","8:30p","Miami Heat","105","San Antonio Spurs","117","18,252",2018
"3758","Wed, Dec 6, 2017","10:30p","Minnesota Timberwolves","113","Los Angeles Clippers","107","15,951",2018
"3759","Thu, Dec 7, 2017","8:00p","Los Angeles Lakers","107","Philadelphia 76ers","104","20,495",2018
"3760","Thu, Dec 7, 2017","9:00p","Washington Wizards","109","Phoenix Suns","99","15,925",2018
"3761","Thu, Dec 7, 2017","10:00p","Oklahoma City Thunder","95","Brooklyn Nets","100","20,562",2018
"3762","Thu, Dec 7, 2017","10:30p","Houston Rockets","112","Utah Jazz","101","18,306",2018
"3763","Fri, Dec 8, 2017","7:00p","Chicago Bulls","119","Charlotte Hornets","111","14,077",2018
"3764","Fri, Dec 8, 2017","7:00p","Golden State Warriors","102","Detroit Pistons","98","20,491",2018
"3765","Fri, Dec 8, 2017","7:00p","Cleveland Cavaliers","102","Indiana Pacers","106","17,032",2018
"3766","Fri, Dec 8, 2017","7:00p","Denver Nuggets","103","Orlando Magic","89","16,024",2018
"3767","Fri, Dec 8, 2017","8:00p","Toronto Raptors","116","Memphis Grizzlies","107","15,417",2018
"3768","Fri, Dec 8, 2017","8:00p","Dallas Mavericks","102","Milwaukee Bucks","109","15,889",2018
"3769","Fri, Dec 8, 2017","8:00p","Sacramento Kings","116","New Orleans Pelicans","109","15,019",2018
"3770","Fri, Dec 8, 2017","9:30p","Boston Celtics","102","San Antonio Spurs","105","18,418",2018
"3771","Sat, Dec 9, 2017","3:30p","Washington Wizards","112","Los Angeles Clippers","113","15,739",2018
"3772","Sat, Dec 9, 2017","6:00p","Miami Heat","101","Brooklyn Nets","89","19,777",2018
"3773","Sat, Dec 9, 2017","7:00p","Los Angeles Lakers","110","Charlotte Hornets","99","19,320",2018
"3774","Sat, Dec 9, 2017","7:30p","Orlando Magic","110","Atlanta Hawks","117","12,719",2018
"3775","Sat, Dec 9, 2017","8:00p","New York Knicks","102","Chicago Bulls","104","20,149",2018
"3776","Sat, Dec 9, 2017","8:00p","Philadelphia 76ers","98","Cleveland Cavaliers","105","20,562",2018
"3777","Sat, Dec 9, 2017","8:30p","Utah Jazz","100","Milwaukee Bucks","117","16,675",2018
"3778","Sat, Dec 9, 2017","9:00p","Oklahoma City Thunder","102","Memphis Grizzlies","101","17,794",2018
"3779","Sat, Dec 9, 2017","9:00p","San Antonio Spurs","104","Phoenix Suns","101","16,575",2018
"3780","Sat, Dec 9, 2017","10:00p","Houston Rockets","124","Portland Trail Blazers","117","19,503",2018
"3781","Sun, Dec 10, 2017","3:30p","Toronto Raptors","102","Sacramento Kings","87","17,583",2018
"3782","Sun, Dec 10, 2017","4:00p","Boston Celtics","91","Detroit Pistons","81","18,776",2018
"3783","Sun, Dec 10, 2017","5:00p","Denver Nuggets","116","Indiana Pacers","126","14,587",2018
"3784","Sun, Dec 10, 2017","7:00p","Dallas Mavericks","92","Minnesota Timberwolves","97","13,094",2018
"3785","Sun, Dec 10, 2017","7:00p","Philadelphia 76ers","124","New Orleans Pelicans","131","16,878",2018
"3786","Sun, Dec 10, 2017","7:30p","Atlanta Hawks","107","New York Knicks","111","19,189",2018
"3787","Mon, Dec 11, 2017","8:00p","Boston Celtics","85","Chicago Bulls","108","19,617",2018
"3788","Mon, Dec 11, 2017","8:00p","New Orleans Pelicans","123","Houston Rockets","130","18,055",2018
"3789","Mon, Dec 11, 2017","8:00p","Miami Heat","107","Memphis Grizzlies","82","14,857",2018
"3790","Mon, Dec 11, 2017","8:00p","Charlotte Hornets","116","Oklahoma City Thunder","103","18,203",2018
"3791","Mon, Dec 11, 2017","10:30p","Portland Trail Blazers","104","Golden State Warriors","111","19,596",2018
"3792","Mon, Dec 11, 2017","10:30p","Toronto Raptors","91","Los Angeles Clippers","96","16,658",2018
"3793","Tue, Dec 12, 2017","7:00p","Atlanta Hawks","114","Cleveland Cavaliers","123","20,562",2018
"3794","Tue, Dec 12, 2017","7:00p","Denver Nuggets","103","Detroit Pistons","84","15,480",2018
"3795","Tue, Dec 12, 2017","7:00p","Los Angeles Lakers","109","New York Knicks","113","19,359",2018
"3796","Tue, Dec 12, 2017","7:30p","Washington Wizards","98","Brooklyn Nets","103","14,515",2018
"3797","Tue, Dec 12, 2017","8:30p","San Antonio Spurs","89","Dallas Mavericks","95","19,874",2018
"3798","Tue, Dec 12, 2017","9:30p","Philadelphia 76ers","118","Minnesota Timberwolves","112","14,659",2018
"3799","Tue, Dec 12, 2017","10:00p","Phoenix Suns","92","Sacramento Kings","99","17,583",2018
"3800","Wed, Dec 13, 2017","7:00p","Oklahoma City Thunder","100","Indiana Pacers","95","17,923",2018
"3801","Wed, Dec 13, 2017","7:00p","Los Angeles Clippers","106","Orlando Magic","95","16,011",2018
"3802","Wed, Dec 13, 2017","7:00p","Memphis Grizzlies","87","Washington Wizards","93","15,297",2018
"3803","Wed, Dec 13, 2017","7:30p","Denver Nuggets","118","Boston Celtics","124","18,624",2018
"3804","Wed, Dec 13, 2017","7:30p","Portland Trail Blazers","102","Miami Heat","95","19,600",2018
"3805","Wed, Dec 13, 2017","8:00p","Utah Jazz","100","Chicago Bulls","103","18,102",2018
"3806","Wed, Dec 13, 2017","8:00p","Milwaukee Bucks","108","New Orleans Pelicans","115","16,863",2018
"3807","Wed, Dec 13, 2017","9:00p","Toronto Raptors","115","Phoenix Suns","109","15,517",2018
"3808","Wed, Dec 13, 2017","9:30p","Charlotte Hornets","96","Houston Rockets","108","16,509",2018
"3809","Thu, Dec 14, 2017","7:30p","Detroit Pistons","105","Atlanta Hawks","91","13,548",2018
"3810","Thu, Dec 14, 2017","7:30p","New York Knicks","111","Brooklyn Nets","104","17,732",2018
"3811","Thu, Dec 14, 2017","8:00p","Los Angeles Lakers","112","Cleveland Cavaliers","121","20,562",2018
"3812","Thu, Dec 14, 2017","8:00p","Sacramento Kings","96","Minnesota Timberwolves","119","11,126",2018
"3813","Thu, Dec 14, 2017","10:30p","Dallas Mavericks","97","Golden State Warriors","112","19,596",2018
"3814","Fri, Dec 15, 2017","7:00p","Miami Heat","104","Charlotte Hornets","98","15,565",2018
"3815","Fri, Dec 15, 2017","7:00p","Detroit Pistons","104","Indiana Pacers","98","14,687",2018
"3816","Fri, Dec 15, 2017","7:00p","Portland Trail Blazers","95","Orlando Magic","88","16,963",2018
"3817","Fri, Dec 15, 2017","7:00p","Oklahoma City Thunder","119","Philadelphia 76ers","117","20,612",2018
"3818","Fri, Dec 15, 2017","7:00p","Los Angeles Clippers","91","Washington Wizards","100","15,442",2018
"3819","Fri, Dec 15, 2017","7:30p","Utah Jazz","107","Boston Celtics","95","18,624",2018
"3820","Fri, Dec 15, 2017","7:30p","Brooklyn Nets","87","Toronto Raptors","120","19,800",2018
"3821","Fri, Dec 15, 2017","8:00p","Atlanta Hawks","94","Memphis Grizzlies","96","15,803",2018
"3822","Fri, Dec 15, 2017","8:00p","Chicago Bulls","115","Milwaukee Bucks","109","16,921",2018
"3823","Fri, Dec 15, 2017","9:00p","New Orleans Pelicans","111","Denver Nuggets","117","17,584",2018
"3824","Fri, Dec 15, 2017","9:30p","San Antonio Spurs","109","Houston Rockets","124","18,055",2018
"3825","Sat, Dec 16, 2017","7:00p","Portland Trail Blazers","93","Charlotte Hornets","91","16,687",2018
"3826","Sat, Dec 16, 2017","7:30p","Utah Jazz","100","Cleveland Cavaliers","109","20,562",2018
"3827","Sat, Dec 16, 2017","7:30p","Oklahoma City Thunder","96","New York Knicks","111","19,812",2018
"3828","Sat, Dec 16, 2017","8:00p","Milwaukee Bucks","111","Houston Rockets","115","18,055",2018
"3829","Sat, Dec 16, 2017","8:00p","Los Angeles Clippers","85","Miami Heat","90","19,600",2018
"3830","Sat, Dec 16, 2017","8:00p","Phoenix Suns","108","Minnesota Timberwolves","106","18,109",2018
"3831","Sat, Dec 16, 2017","8:30p","Dallas Mavericks","96","San Antonio Spurs","98","18,418",2018
"3832","Sat, Dec 16, 2017","9:00p","Boston Celtics","102","Memphis Grizzlies","93","17,794",2018
"3833","Sun, Dec 17, 2017","3:30p","Sacramento Kings","93","Toronto Raptors","108","19,800",2018
"3834","Sun, Dec 17, 2017","4:00p","Orlando Magic","110","Detroit Pistons","114","16,312",2018
"3835","Sun, Dec 17, 2017","6:00p","Indiana Pacers","109","Brooklyn Nets","97","13,934",2018
"3836","Sun, Dec 17, 2017","6:00p","Cleveland Cavaliers","106","Washington Wizards","99","20,356",2018
"3837","Mon, Dec 18, 2017","7:00p","New York Knicks","91","Charlotte Hornets","109","15,386",2018
"3838","Mon, Dec 18, 2017","7:00p","Boston Celtics","112","Indiana Pacers","111","16,055",2018
"3839","Mon, Dec 18, 2017","7:30p","Miami Heat","104","Atlanta Hawks","110","14,227",2018
"3840","Mon, Dec 18, 2017","8:00p","Philadelphia 76ers","115","Chicago Bulls","117","20,796",2018
"3841","Mon, Dec 18, 2017","8:00p","Utah Jazz","99","Houston Rockets","120","18,055",2018
"3842","Mon, Dec 18, 2017","8:00p","Portland Trail Blazers","107","Minnesota Timberwolves","108","14,187",2018
"3843","Mon, Dec 18, 2017","8:00p","Denver Nuggets","94","Oklahoma City Thunder","95","18,203",2018
"3844","Mon, Dec 18, 2017","8:30p","Phoenix Suns","97","Dallas Mavericks","91","19,245",2018
"3845","Mon, Dec 18, 2017","8:30p","Los Angeles Clippers","91","San Antonio Spurs","109","18,418",2018
"3846","Mon, Dec 18, 2017","10:30p","Golden State Warriors","116","Los Angeles Lakers","114","18,997",2018
"3847","Tue, Dec 19, 2017","7:00p","Sacramento Kings","101","Philadelphia 76ers","95","20,558",2018
"3848","Tue, Dec 19, 2017","7:00p","New Orleans Pelicans","106","Washington Wizards","116","16,529",2018
"3849","Tue, Dec 19, 2017","8:00p","Cleveland Cavaliers","116","Milwaukee Bucks","119","18,717",2018
"3850","Wed, Dec 20, 2017","7:00p","Toronto Raptors","129","Charlotte Hornets","111","15,023",2018
"3851","Wed, Dec 20, 2017","7:30p","Indiana Pacers","105","Atlanta Hawks","95","14,830",2018
"3852","Wed, Dec 20, 2017","7:30p","Miami Heat","90","Boston Celtics","89","18,624",2018
"3853","Wed, Dec 20, 2017","7:30p","Sacramento Kings","104","Brooklyn Nets","99","13,179",2018
"3854","Wed, Dec 20, 2017","8:00p","Orlando Magic","94","Chicago Bulls","112","20,285",2018
"3855","Wed, Dec 20, 2017","8:00p","Los Angeles Lakers","122","Houston Rockets","116","18,055",2018
"3856","Wed, Dec 20, 2017","8:00p","Utah Jazz","79","Oklahoma City Thunder","107","18,203",2018
"3857","Wed, Dec 20, 2017","8:30p","Detroit Pistons","93","Dallas Mavericks","110","19,580",2018
"3858","Wed, Dec 20, 2017","9:00p","Minnesota Timberwolves","112","Denver Nuggets","104","17,002",2018
"3859","Wed, Dec 20, 2017","10:00p","San Antonio Spurs","93","Portland Trail Blazers","91","19,393",2018
"3860","Wed, Dec 20, 2017","10:30p","Memphis Grizzlies","84","Golden State Warriors","97","19,596",2018
"3861","Wed, Dec 20, 2017","10:30p","Phoenix Suns","95","Los Angeles Clippers","108","17,151",2018
"3862","Thu, Dec 21, 2017","7:00p","Chicago Bulls","112","Cleveland Cavaliers","115","20,562",2018
"3863","Thu, Dec 21, 2017","7:00p","Toronto Raptors","114","Philadelphia 76ers","109","20,680",2018
"3864","Thu, Dec 21, 2017","8:00p","Boston Celtics","93","New York Knicks","102","19,812",2018
"3865","Thu, Dec 21, 2017","9:00p","Memphis Grizzlies","95","Phoenix Suns","97","16,339",2018
"3866","Thu, Dec 21, 2017","10:30p","San Antonio Spurs","89","Utah Jazz","100","18,306",2018
"3867","Fri, Dec 22, 2017","7:00p","New York Knicks","101","Detroit Pistons","104","16,922",2018
"3868","Fri, Dec 22, 2017","7:00p","New Orleans Pelicans","111","Orlando Magic","97","18,846",2018
"3869","Fri, Dec 22, 2017","7:30p","Washington Wizards","84","Brooklyn Nets","119","15,589",2018
"3870","Fri, Dec 22, 2017","8:00p","Los Angeles Clippers","128","Houston Rockets","118","18,055",2018
"3871","Fri, Dec 22, 2017","8:00p","Dallas Mavericks","101","Miami Heat","113","19,600",2018
"3872","Fri, Dec 22, 2017","8:00p","Charlotte Hornets","104","Milwaukee Bucks","109","17,018",2018
"3873","Fri, Dec 22, 2017","8:00p","Atlanta Hawks","117","Oklahoma City Thunder","120","18,203",2018
"3874","Fri, Dec 22, 2017","10:00p","Denver Nuggets","102","Portland Trail Blazers","85","19,473",2018
"3875","Fri, Dec 22, 2017","10:30p","Los Angeles Lakers","106","Golden State Warriors","113","19,596",2018
"3876","Sat, Dec 23, 2017","5:00p","Philadelphia 76ers","86","Toronto Raptors","102","19,800",2018
"3877","Sat, Dec 23, 2017","7:00p","Milwaukee Bucks","106","Charlotte Hornets","111","18,363",2018
"3878","Sat, Dec 23, 2017","7:00p","Brooklyn Nets","119","Indiana Pacers","123","17,107",2018
"3879","Sat, Dec 23, 2017","7:00p","Orlando Magic","103","Washington Wizards","130","17,218",2018
"3880","Sat, Dec 23, 2017","7:30p","Dallas Mavericks","107","Atlanta Hawks","112","13,402",2018
"3881","Sat, Dec 23, 2017","7:30p","Chicago Bulls","92","Boston Celtics","117","18,624",2018
"3882","Sat, Dec 23, 2017","8:00p","Los Angeles Clippers","112","Memphis Grizzlies","115","16,844",2018
"3883","Sat, Dec 23, 2017","8:00p","New Orleans Pelicans","109","Miami Heat","94","19,600",2018
"3884","Sat, Dec 23, 2017","8:00p","Oklahoma City Thunder","103","Utah Jazz","89","18,306",2018
"3885","Sat, Dec 23, 2017","8:30p","Denver Nuggets","96","Golden State Warriors","81","19,596",2018
"3886","Sat, Dec 23, 2017","9:00p","Minnesota Timberwolves","115","Phoenix Suns","106","16,482",2018
"3887","Sat, Dec 23, 2017","9:30p","Portland Trail Blazers","95","Los Angeles Lakers","92","18,997",2018
"3888","Sat, Dec 23, 2017","10:00p","San Antonio Spurs","108","Sacramento Kings","99","17,583",2018
"3889","Mon, Dec 25, 2017","12:00p","Philadelphia 76ers","105","New York Knicks","98","19,812",2018
"3890","Mon, Dec 25, 2017","3:00p","Cleveland Cavaliers","92","Golden State Warriors","99","19,596",2018
"3891","Mon, Dec 25, 2017","5:30p","Washington Wizards","111","Boston Celtics","103","18,624",2018
"3892","Mon, Dec 25, 2017","8:00p","Houston Rockets","107","Oklahoma City Thunder","112","18,203",2018
"3893","Mon, Dec 25, 2017","10:30p","Minnesota Timberwolves","121","Los Angeles Lakers","104","18,997",2018
"3894","Tue, Dec 26, 2017","7:00p","Toronto Raptors","93","Dallas Mavericks","98","20,005",2018
"3895","Tue, Dec 26, 2017","7:00p","Indiana Pacers","83","Detroit Pistons","107","20,491",2018
"3896","Tue, Dec 26, 2017","7:30p","Orlando Magic","89","Miami Heat","107","19,600",2018
"3897","Tue, Dec 26, 2017","8:00p","Chicago Bulls","115","Milwaukee Bucks","106","18,717",2018
"3898","Tue, Dec 26, 2017","8:30p","Brooklyn Nets","97","San Antonio Spurs","109","18,492",2018
"3899","Tue, Dec 26, 2017","9:00p","Utah Jazz","83","Denver Nuggets","107","17,104",2018
"3900","Tue, Dec 26, 2017","9:00p","Memphis Grizzlies","97","Phoenix Suns","99","17,105",2018
"3901","Tue, Dec 26, 2017","10:30p","Sacramento Kings","95","Los Angeles Clippers","122","16,393",2018
"3902","Wed, Dec 27, 2017","7:00p","Boston Celtics","102","Charlotte Hornets","91","19,611",2018
"3903","Wed, Dec 27, 2017","7:00p","Dallas Mavericks","98","Indiana Pacers","94","17,923",2018
"3904","Wed, Dec 27, 2017","7:30p","Washington Wizards","99","Atlanta Hawks","113","15,763",2018
"3905","Wed, Dec 27, 2017","8:00p","New York Knicks","87","Chicago Bulls","92","21,883",2018
"3906","Wed, Dec 27, 2017","8:00p","Denver Nuggets","125","Minnesota Timberwolves","128","18,978",2018
"3907","Wed, Dec 27, 2017","8:00p","Brooklyn Nets","113","New Orleans Pelicans","128","16,707",2018
"3908","Wed, Dec 27, 2017","8:00p","Toronto Raptors","107","Oklahoma City Thunder","124","18,203",2018
"3909","Wed, Dec 27, 2017","10:00p","Cleveland Cavaliers","95","Sacramento Kings","109","17,583",2018
"3910","Wed, Dec 27, 2017","10:30p","Utah Jazz","101","Golden State Warriors","126","19,596",2018
"3911","Wed, Dec 27, 2017","10:30p","Memphis Grizzlies","109","Los Angeles Lakers","99","18,997",2018
"3912","Thu, Dec 28, 2017","7:00p","Detroit Pistons","89","Orlando Magic","102","18,846",2018
"3913","Thu, Dec 28, 2017","8:00p","Houston Rockets","98","Boston Celtics","99","18,624",2018
"3914","Thu, Dec 28, 2017","8:00p","Minnesota Timberwolves","96","Milwaukee Bucks","102","18,717",2018
"3915","Thu, Dec 28, 2017","8:30p","New York Knicks","107","San Antonio Spurs","119","18,935",2018
"3916","Thu, Dec 28, 2017","10:30p","Philadelphia 76ers","110","Portland Trail Blazers","114","20,104",2018
"3917","Fri, Dec 29, 2017","7:00p","Houston Rockets","103","Washington Wizards","121","20,356",2018
"3918","Fri, Dec 29, 2017","7:30p","Atlanta Hawks","98","Toronto Raptors","111","19,800",2018
"3919","Fri, Dec 29, 2017","8:00p","Indiana Pacers","107","Chicago Bulls","119","21,178",2018
"3920","Fri, Dec 29, 2017","8:00p","Brooklyn Nets","111","Miami Heat","87","19,600",2018
"3921","Fri, Dec 29, 2017","8:00p","Dallas Mavericks","128","New Orleans Pelicans","120","16,878",2018
"3922","Fri, Dec 29, 2017","8:00p","Milwaukee Bucks","97","Oklahoma City Thunder","95","18,203",2018
"3923","Fri, Dec 29, 2017","10:00p","Phoenix Suns","111","Sacramento Kings","101","17,583",2018
"3924","Fri, Dec 29, 2017","10:30p","Charlotte Hornets","111","Golden State Warriors","100","19,596",2018
"3925","Fri, Dec 29, 2017","10:30p","Los Angeles Clippers","121","Los Angeles Lakers","106","18,997",2018
"3926","Sat, Dec 30, 2017","7:00p","San Antonio Spurs","79","Detroit Pistons","93","19,671",2018
"3927","Sat, Dec 30, 2017","7:00p","New York Knicks","105","New Orleans Pelicans","103","16,947",2018
"3928","Sat, Dec 30, 2017","7:00p","Miami Heat","117","Orlando Magic","111","18,846",2018
"3929","Sat, Dec 30, 2017","7:30p","Portland Trail Blazers","89","Atlanta Hawks","104","15,877",2018
"3930","Sat, Dec 30, 2017","8:00p","Cleveland Cavaliers","101","Utah Jazz","104","18,306",2018
"3931","Sat, Dec 30, 2017","8:30p","Memphis Grizzlies","128","Golden State Warriors","141","19,596",2018
"3932","Sat, Dec 30, 2017","9:00p","Philadelphia 76ers","107","Denver Nuggets","102","19,599",2018
"3933","Sun, Dec 31, 2017","3:30p","Chicago Bulls","110","Washington Wizards","114","20,356",2018
"3934","Sun, Dec 31, 2017","5:00p","Minnesota Timberwolves","107","Indiana Pacers","90","17,923",2018
"3935","Sun, Dec 31, 2017","5:30p","Brooklyn Nets","105","Boston Celtics","108","18,624",2018
"3936","Sun, Dec 31, 2017","7:00p","Los Angeles Lakers","142","Houston Rockets","148","18,179",2018
"3937","Sun, Dec 31, 2017","7:00p","Charlotte Hornets","98","Los Angeles Clippers","106","17,348",2018
"3938","Sun, Dec 31, 2017","7:00p","Dallas Mavericks","116","Oklahoma City Thunder","113","18,203",2018
"3939","Sun, Dec 31, 2017","7:00p","Memphis Grizzlies","114","Sacramento Kings","96","17,583",2018
"3940","Sun, Dec 31, 2017","8:00p","Philadelphia 76ers","123","Phoenix Suns","110","16,983",2018
"3941","Tue, Jan 1, 2019","7:30p","Utah Jazz","116","Toronto Raptors","122","19,800",2019
"3942","Tue, Jan 1, 2019","8:00p","Detroit Pistons","98","Milwaukee Bucks","121","17,534",2019
"3943","Tue, Jan 1, 2019","9:00p","New York Knicks","108","Denver Nuggets","115","19,520",2019
"3944","Tue, Jan 1, 2019","9:00p","Portland Trail Blazers","113","Sacramento Kings","108","17,583",2019
"3945","Tue, Jan 1, 2019","10:30p","Philadelphia 76ers","119","Los Angeles Clippers","113","17,868",2019
"3946","Wed, Jan 2, 2019","7:00p","Dallas Mavericks","122","Charlotte Hornets","84","16,955",2019
"3947","Wed, Jan 2, 2019","7:00p","Miami Heat","117","Cleveland Cavaliers","92","19,432",2019
"3948","Wed, Jan 2, 2019","7:00p","Atlanta Hawks","98","Washington Wizards","114","15,324",2019
"3949","Wed, Jan 2, 2019","7:30p","New Orleans Pelicans","121","Brooklyn Nets","126","16,890",2019
"3950","Wed, Jan 2, 2019","8:00p","Minnesota Timberwolves","102","Boston Celtics","115","18,624",2019
"3951","Wed, Jan 2, 2019","8:00p","Orlando Magic","112","Chicago Bulls","84","19,013",2019
"3952","Wed, Jan 2, 2019","8:00p","Detroit Pistons","101","Memphis Grizzlies","94","14,109",2019
"3953","Wed, Jan 2, 2019","9:00p","Philadelphia 76ers","132","Phoenix Suns","127","15,226",2019
"3954","Wed, Jan 2, 2019","10:30p","Oklahoma City Thunder","107","Los Angeles Lakers","100","18,997",2019
"3955","Thu, Jan 3, 2019","8:00p","Toronto Raptors","107","San Antonio Spurs","125","18,354",2019
"3956","Thu, Jan 3, 2019","10:00p","Denver Nuggets","117","Sacramento Kings","113","17,583",2019
"3957","Thu, Jan 3, 2019","10:30p","Houston Rockets","135","Golden State Warriors","134","19,596",2019
"3958","Fri, Jan 4, 2019","7:30p","Utah Jazz","117","Cleveland Cavaliers","91","19,432",2019
"3959","Fri, Jan 4, 2019","8:00p","Dallas Mavericks","93","Boston Celtics","114","18,624",2019
"3960","Fri, Jan 4, 2019","8:00p","Indiana Pacers","119","Chicago Bulls","116","21,284",2019
"3961","Fri, Jan 4, 2019","8:00p","Brooklyn Nets","109","Memphis Grizzlies","100","16,683",2019
"3962","Fri, Jan 4, 2019","8:00p","Washington Wizards","109","Miami Heat","115","19,600",2019
"3963","Fri, Jan 4, 2019","8:00p","Orlando Magic","103","Minnesota Timberwolves","120","14,355",2019
"3964","Fri, Jan 4, 2019","8:30p","Atlanta Hawks","112","Milwaukee Bucks","144","17,632",2019
"3965","Fri, Jan 4, 2019","9:00p","Los Angeles Clippers","121","Phoenix Suns","111","14,764",2019
"3966","Fri, Jan 4, 2019","10:30p","New York Knicks","119","Los Angeles Lakers","112","18,997",2019
"3967","Fri, Jan 4, 2019","10:30p","Oklahoma City Thunder","111","Portland Trail Blazers","109","19,393",2019
"3968","Sat, Jan 5, 2019","5:00p","Charlotte Hornets","110","Denver Nuggets","123","19,861",2019
"3969","Sat, Jan 5, 2019","7:00p","Utah Jazz","110","Detroit Pistons","105","17,255",2019
"3970","Sat, Jan 5, 2019","7:30p","Dallas Mavericks","100","Philadelphia 76ers","106","20,656",2019
"3971","Sat, Jan 5, 2019","8:00p","New Orleans Pelicans","133","Cleveland Cavaliers","98","19,432",2019
"3972","Sat, Jan 5, 2019","8:30p","Toronto Raptors","123","Milwaukee Bucks","116","18,028",2019
"3973","Sat, Jan 5, 2019","8:30p","Memphis Grizzlies","88","San Antonio Spurs","108","18,354",2019
"3974","Sat, Jan 5, 2019","10:00p","Houston Rockets","101","Portland Trail Blazers","110","19,577",2019
"3975","Sat, Jan 5, 2019","10:00p","Golden State Warriors","127","Sacramento Kings","123","17,583",2019
"3976","Sun, Jan 6, 2019","3:30p","Brooklyn Nets","117","Chicago Bulls","100","19,265",2019
"3977","Sun, Jan 6, 2019","3:30p","Orlando Magic","96","Los Angeles Clippers","106","16,616",2019
"3978","Sun, Jan 6, 2019","3:30p","Los Angeles Lakers","86","Minnesota Timberwolves","108","18,978",2019
"3979","Sun, Jan 6, 2019","6:00p","Miami Heat","82","Atlanta Hawks","106","16,630",2019
"3980","Sun, Jan 6, 2019","7:00p","Washington Wizards","116","Oklahoma City Thunder","98","18,203",2019
"3981","Sun, Jan 6, 2019","7:30p","Indiana Pacers","105","Toronto Raptors","121","19,800",2019
"3982","Sun, Jan 6, 2019","8:00p","Charlotte Hornets","119","Phoenix Suns","113","13,110",2019
"3983","Mon, Jan 7, 2019","7:00p","San Antonio Spurs","119","Detroit Pistons","107","13,107",2019
"3984","Mon, Jan 7, 2019","7:30p","Brooklyn Nets","95","Boston Celtics","116","18,624",2019
"3985","Mon, Jan 7, 2019","8:00p","Denver Nuggets","113","Houston Rockets","125","18,055",2019
"3986","Mon, Jan 7, 2019","8:00p","Utah Jazz","102","Milwaukee Bucks","114","17,341",2019
"3987","Mon, Jan 7, 2019","8:00p","Memphis Grizzlies","95","New Orleans Pelicans","114","14,624",2019
"3988","Mon, Jan 7, 2019","8:30p","Los Angeles Lakers","107","Dallas Mavericks","97","20,354",2019
"3989","Mon, Jan 7, 2019","10:00p","New York Knicks","101","Portland Trail Blazers","111","19,026",2019
"3990","Mon, Jan 7, 2019","10:00p","Orlando Magic","95","Sacramento Kings","111","15,724",2019
"3991","Tue, Jan 8, 2019","7:00p","Indiana Pacers","123","Cleveland Cavaliers","115","19,432",2019
"3992","Tue, Jan 8, 2019","7:00p","Washington Wizards","115","Philadelphia 76ers","132","20,446",2019
"3993","Tue, Jan 8, 2019","7:30p","Denver Nuggets","103","Miami Heat","99","19,600",2019
"3994","Tue, Jan 8, 2019","7:30p","Atlanta Hawks","101","Toronto Raptors","104","19,800",2019
"3995","Tue, Jan 8, 2019","8:00p","Minnesota Timberwolves","119","Oklahoma City Thunder","117","18,203",2019
"3996","Tue, Jan 8, 2019","9:00p","Sacramento Kings","111","Phoenix Suns","115","13,977",2019
"3997","Tue, Jan 8, 2019","10:30p","New York Knicks","95","Golden State Warriors","122","19,596",2019
"3998","Tue, Jan 8, 2019","10:30p","Charlotte Hornets","109","Los Angeles Clippers","128","15,275",2019
"3999","Wed, Jan 9, 2019","7:00p","Indiana Pacers","108","Boston Celtics","135","18,624",2019
"4000","Wed, Jan 9, 2019","7:00p","Philadelphia 76ers","106","Washington Wizards","123","18,039",2019
"4001","Wed, Jan 9, 2019","7:30p","Atlanta Hawks","100","Brooklyn Nets","116","14,531",2019
"4002","Wed, Jan 9, 2019","8:00p","Milwaukee Bucks","116","Houston Rockets","109","18,055",2019
"4003","Wed, Jan 9, 2019","8:00p","San Antonio Spurs","86","Memphis Grizzlies","96","13,944",2019
"4004","Wed, Jan 9, 2019","8:00p","Cleveland Cavaliers","124","New Orleans Pelicans","140","15,058",2019
"4005","Wed, Jan 9, 2019","8:30p","Phoenix Suns","94","Dallas Mavericks","104","19,596",2019
"4006","Wed, Jan 9, 2019","9:00p","Orlando Magic","93","Utah Jazz","106","18,306",2019
"4007","Wed, Jan 9, 2019","10:00p","Chicago Bulls","112","Portland Trail Blazers","124","19,393",2019
"4008","Wed, Jan 9, 2019","10:30p","Detroit Pistons","100","Los Angeles Lakers","113","18,997",2019
"4009","Thu, Jan 10, 2019","7:00p","Boston Celtics","99","Miami Heat","115","19,600",2019
"4010","Thu, Jan 10, 2019","9:00p","Los Angeles Clippers","100","Denver Nuggets","121","15,742",2019
"4011","Thu, Jan 10, 2019","9:30p","Oklahoma City Thunder","147","San Antonio Spurs","154","18,354",2019
