"","Date","StartTime","Away","AwayPts","Home","HomePts","Attend","season"
"4012","Thu, Jan 10, 2019","10:00p","Detroit Pistons","102","Sacramento Kings","112","16,916",2019
"4013","Fri, Jan 11, 2019","7:00p","Atlanta Hawks","123","Philadelphia 76ers","121","20,487",2019
"4014","Fri, Jan 11, 2019","7:00p","Milwaukee Bucks","106","Washington Wizards","113","17,996",2019
"4015","Fri, Jan 11, 2019","7:30p","Indiana Pacers","121","New York Knicks","106","19,812",2019
"4016","Fri, Jan 11, 2019","7:30p","Brooklyn Nets","105","Toronto Raptors","122","19,800",2019
"4017","Fri, Jan 11, 2019","8:00p","Cleveland Cavaliers","113","Houston Rockets","141","18,055",2019
"4018","Fri, Jan 11, 2019","8:00p","Dallas Mavericks","119","Minnesota Timberwolves","115","18,978",2019
"4019","Fri, Jan 11, 2019","10:00p","Charlotte Hornets","96","Portland Trail Blazers","127","19,393",2019
"4020","Fri, Jan 11, 2019","10:00p","Los Angeles Lakers","95","Utah Jazz","113","18,306",2019
"4021","Fri, Jan 11, 2019","10:30p","Chicago Bulls","109","Golden State Warriors","146","19,596",2019
"4022","Sat, Jan 12, 2019","3:30p","Detroit Pistons","109","Los Angeles Clippers","104","16,540",2019
"4023","Sat, Jan 12, 2019","5:00p","Memphis Grizzlies","108","Miami Heat","112","19,600",2019
"4024","Sat, Jan 12, 2019","7:00p","Boston Celtics","103","Orlando Magic","105","18,846",2019
"4025","Sat, Jan 12, 2019","8:00p","New Orleans Pelicans","106","Minnesota Timberwolves","110","16,384",2019
"4026","Sat, Jan 12, 2019","8:00p","San Antonio Spurs","112","Oklahoma City Thunder","122","18,203",2019
"4027","Sat, Jan 12, 2019","9:00p","Denver Nuggets","93","Phoenix Suns","102","15,246",2019
"4028","Sat, Jan 12, 2019","10:00p","Charlotte Hornets","97","Sacramento Kings","104","17,853",2019
"4029","Sat, Jan 12, 2019","10:00p","Chicago Bulls","102","Utah Jazz","110","18,306",2019
"4030","Sun, Jan 13, 2019","1:00p","Philadelphia 76ers","108","New York Knicks","105","18,596",2019
"4031","Sun, Jan 13, 2019","1:00p","Toronto Raptors","140","Washington Wizards","138","16,919",2019
"4032","Sun, Jan 13, 2019","3:30p","Milwaukee Bucks","133","Atlanta Hawks","114","16,292",2019
"4033","Sun, Jan 13, 2019","6:00p","Houston Rockets","109","Orlando Magic","116","16,982",2019
"4034","Sun, Jan 13, 2019","7:00p","Golden State Warriors","119","Dallas Mavericks","114","20,340",2019
"4035","Sun, Jan 13, 2019","8:00p","Portland Trail Blazers","113","Denver Nuggets","116","19,520",2019
"4036","Sun, Jan 13, 2019","9:30p","Cleveland Cavaliers","101","Los Angeles Lakers","95","18,997",2019
"4037","Mon, Jan 14, 2019","7:30p","Boston Celtics","102","Brooklyn Nets","109","16,247",2019
"4038","Mon, Jan 14, 2019","8:00p","Memphis Grizzlies","94","Houston Rockets","112","18,055",2019
"4039","Mon, Jan 14, 2019","8:30p","Charlotte Hornets","108","San Antonio Spurs","93","18,354",2019
"4040","Mon, Jan 14, 2019","9:00p","Detroit Pistons","94","Utah Jazz","100","18,306",2019
"4041","Mon, Jan 14, 2019","10:00p","Portland Trail Blazers","107","Sacramento Kings","115","17,583",2019
"4042","Mon, Jan 14, 2019","10:30p","New Orleans Pelicans","121","Los Angeles Clippers","117","15,283",2019
"4043","Tue, Jan 15, 2019","7:00p","Phoenix Suns","97","Indiana Pacers","131","15,698",2019
"4044","Tue, Jan 15, 2019","7:00p","Minnesota Timberwolves","107","Philadelphia 76ers","149","20,265",2019
"4045","Tue, Jan 15, 2019","7:30p","Oklahoma City Thunder","126","Atlanta Hawks","142","15,045",2019
"4046","Tue, Jan 15, 2019","8:00p","Miami Heat","86","Milwaukee Bucks","124","17,626",2019
"4047","Tue, Jan 15, 2019","9:00p","Golden State Warriors","142","Denver Nuggets","111","19,896",2019
"4048","Tue, Jan 15, 2019","10:30p","Chicago Bulls","100","Los Angeles Lakers","107","18,997",2019
"4049","Wed, Jan 16, 2019","7:00p","Orlando Magic","115","Detroit Pistons","120","14,019",2019
"4050","Wed, Jan 16, 2019","8:00p","Toronto Raptors","108","Boston Celtics","117","18,624",2019
"4051","Wed, Jan 16, 2019","8:00p","Brooklyn Nets","145","Houston Rockets","142","18,055",2019
"4052","Wed, Jan 16, 2019","8:00p","Milwaukee Bucks","111","Memphis Grizzlies","101","14,921",2019
"4053","Wed, Jan 16, 2019","8:30p","San Antonio Spurs","105","Dallas Mavericks","101","20,214",2019
"4054","Wed, Jan 16, 2019","10:00p","Cleveland Cavaliers","112","Portland Trail Blazers","129","19,089",2019
"4055","Wed, Jan 16, 2019","10:30p","New Orleans Pelicans","140","Golden State Warriors","147","19,596",2019
"4056","Wed, Jan 16, 2019","10:30p","Utah Jazz","129","Los Angeles Clippers","109","15,535",2019
"4057","Thu, Jan 17, 2019","3:00p","New York Knicks","100","Washington Wizards","101","19,078",2019
"4058","Thu, Jan 17, 2019","7:00p","Sacramento Kings","95","Charlotte Hornets","114","15,431",2019
"4059","Thu, Jan 17, 2019","7:00p","Philadelphia 76ers","120","Indiana Pacers","96","16,007",2019
"4060","Thu, Jan 17, 2019","7:30p","Phoenix Suns","109","Toronto Raptors","111","19,800",2019
"4061","Thu, Jan 17, 2019","9:00p","Chicago Bulls","105","Denver Nuggets","135","17,289",2019
"4062","Thu, Jan 17, 2019","9:30p","Los Angeles Lakers","138","Oklahoma City Thunder","128","18,203",2019
"4063","Fri, Jan 18, 2019","7:00p","Memphis Grizzlies","116","Boston Celtics","122","18,624",2019
"4064","Fri, Jan 18, 2019","7:00p","Miami Heat","93","Detroit Pistons","98","17,228",2019
"4065","Fri, Jan 18, 2019","7:00p","Brooklyn Nets","117","Orlando Magic","115","17,840",2019
"4066","Fri, Jan 18, 2019","8:00p","San Antonio Spurs","116","Minnesota Timberwolves","113","17,222",2019
"4067","Fri, Jan 18, 2019","9:00p","Cleveland Cavaliers","99","Utah Jazz","115","18,306",2019
"4068","Fri, Jan 18, 2019","10:30p","Golden State Warriors","112","Los Angeles Clippers","94","19,068",2019
"4069","Fri, Jan 18, 2019","10:30p","New Orleans Pelicans","112","Portland Trail Blazers","128","19,598",2019
"4070","Sat, Jan 19, 2019","3:30p","Oklahoma City Thunder","117","Philadelphia 76ers","115","20,646",2019
"4071","Sat, Jan 19, 2019","5:00p","Phoenix Suns","115","Charlotte Hornets","135","19,278",2019
"4072","Sat, Jan 19, 2019","7:00p","Sacramento Kings","103","Detroit Pistons","101","15,377",2019
"4073","Sat, Jan 19, 2019","7:00p","Dallas Mavericks","99","Indiana Pacers","111","17,508",2019
"4074","Sat, Jan 19, 2019","7:00p","Milwaukee Bucks","118","Orlando Magic","108","18,846",2019
"4075","Sat, Jan 19, 2019","7:30p","Boston Celtics","113","Atlanta Hawks","105","16,626",2019
"4076","Sat, Jan 19, 2019","7:30p","Memphis Grizzlies","90","Toronto Raptors","119","19,800",2019
"4077","Sat, Jan 19, 2019","8:00p","Miami Heat","117","Chicago Bulls","103","20,926",2019
"4078","Sat, Jan 19, 2019","8:30p","Los Angeles Lakers","134","Houston Rockets","138","18,055",2019
"4079","Sat, Jan 19, 2019","10:00p","Cleveland Cavaliers","102","Denver Nuggets","124","19,520",2019
"4080","Sun, Jan 20, 2019","6:00p","Charlotte Hornets","95","Indiana Pacers","120","15,015",2019
"4081","Sun, Jan 20, 2019","7:00p","Phoenix Suns","114","Minnesota Timberwolves","116","14,607",2019
"4082","Sun, Jan 20, 2019","7:00p","Los Angeles Clippers","103","San Antonio Spurs","95","18,354",2019
"4083","Mon, Jan 21, 2019","12:30p","Oklahoma City Thunder","127","New York Knicks","109","19,493",2019
"4084","Mon, Jan 21, 2019","1:00p","Chicago Bulls","104","Cleveland Cavaliers","88","19,432",2019
"4085","Mon, Jan 21, 2019","2:00p","Dallas Mavericks","106","Milwaukee Bucks","116","17,963",2019
"4086","Mon, Jan 21, 2019","2:00p","Detroit Pistons","87","Washington Wizards","101","16,229",2019
"4087","Mon, Jan 21, 2019","3:00p","Orlando Magic","122","Atlanta Hawks","103","16,611",2019
"4088","Mon, Jan 21, 2019","3:30p","Sacramento Kings","94","Brooklyn Nets","123","14,233",2019
"4089","Mon, Jan 21, 2019","5:30p","New Orleans Pelicans","105","Memphis Grizzlies","85","17,794",2019
"4090","Mon, Jan 21, 2019","6:00p","Miami Heat","99","Boston Celtics","107","18,624",2019
"4091","Mon, Jan 21, 2019","8:00p","Houston Rockets","93","Philadelphia 76ers","121","20,313",2019
"4092","Mon, Jan 21, 2019","9:00p","Portland Trail Blazers","109","Utah Jazz","104","18,306",2019
"4093","Mon, Jan 21, 2019","10:30p","Golden State Warriors","130","Los Angeles Lakers","111","18,997",2019
"4094","Tue, Jan 22, 2019","7:00p","Sacramento Kings","105","Toronto Raptors","120","19,800",2019
"4095","Tue, Jan 22, 2019","8:00p","Portland Trail Blazers","114","Oklahoma City Thunder","123","18,203",2019
"4096","Tue, Jan 22, 2019","8:30p","Los Angeles Clippers","98","Dallas Mavericks","106","19,466",2019
"4097","Tue, Jan 22, 2019","9:00p","Minnesota Timberwolves","118","Phoenix Suns","91","14,460",2019
"4098","Wed, Jan 23, 2019","7:00p","Toronto Raptors","106","Indiana Pacers","110","16,879",2019
"4099","Wed, Jan 23, 2019","7:30p","Cleveland Cavaliers","103","Boston Celtics","123","18,624",2019
"4100","Wed, Jan 23, 2019","7:30p","Orlando Magic","110","Brooklyn Nets","114","13,185",2019
"4101","Wed, Jan 23, 2019","7:30p","Los Angeles Clippers","111","Miami Heat","99","19,600",2019
"4102","Wed, Jan 23, 2019","7:30p","Houston Rockets","114","New York Knicks","110","18,819",2019
"4103","Wed, Jan 23, 2019","8:00p","Atlanta Hawks","121","Chicago Bulls","101","18,223",2019
"4104","Wed, Jan 23, 2019","8:00p","Charlotte Hornets","118","Memphis Grizzlies","107","12,863",2019
"4105","Wed, Jan 23, 2019","8:00p","Detroit Pistons","98","New Orleans Pelicans","94","18,181",2019
"4106","Wed, Jan 23, 2019","8:00p","San Antonio Spurs","120","Philadelphia 76ers","122","20,339",2019
"4107","Wed, Jan 23, 2019","10:30p","Denver Nuggets","108","Utah Jazz","114","18,306",2019
"4108","Thu, Jan 24, 2019","8:00p","New Orleans Pelicans","116","Oklahoma City Thunder","122","18,203",2019
"4109","Thu, Jan 24, 2019","8:00p","Golden State Warriors","126","Washington Wizards","118","20,409",2019
"4110","Thu, Jan 24, 2019","9:00p","Portland Trail Blazers","120","Phoenix Suns","106","15,441",2019
"4111","Thu, Jan 24, 2019","10:30p","Minnesota Timberwolves","120","Los Angeles Lakers","105","18,997",2019
"4112","Fri, Jan 25, 2019","7:00p","Washington Wizards","95","Orlando Magic","91","17,216",2019
"4113","Fri, Jan 25, 2019","7:30p","New York Knicks","99","Brooklyn Nets","109","17,033",2019
"4114","Fri, Jan 25, 2019","7:30p","Miami Heat","100","Cleveland Cavaliers","94","19,432",2019
"4115","Fri, Jan 25, 2019","8:00p","Los Angeles Clippers","106","Chicago Bulls","101","19,354",2019
"4116","Fri, Jan 25, 2019","8:00p","Toronto Raptors","119","Houston Rockets","121","18,055",2019
"4117","Fri, Jan 25, 2019","8:00p","Sacramento Kings","99","Memphis Grizzlies","96","14,486",2019
"4118","Fri, Jan 25, 2019","8:30p","Detroit Pistons","101","Dallas Mavericks","106","20,327",2019
"4119","Fri, Jan 25, 2019","8:30p","Charlotte Hornets","99","Milwaukee Bucks","108","17,803",2019
"4120","Fri, Jan 25, 2019","9:00p","Phoenix Suns","95","Denver Nuggets","132","17,425",2019
"4121","Fri, Jan 25, 2019","9:00p","Minnesota Timberwolves","102","Utah Jazz","106","18,306",2019
"4122","Sat, Jan 26, 2019","6:00p","San Antonio Spurs","126","New Orleans Pelicans","114","17,724",2019
"4123","Sat, Jan 26, 2019","8:00p","Indiana Pacers","103","Memphis Grizzlies","106","14,486",2019
"4124","Sat, Jan 26, 2019","8:30p","Golden State Warriors","115","Boston Celtics","111","18,624",2019
"4125","Sat, Jan 26, 2019","9:00p","Philadelphia 76ers","110","Denver Nuggets","126","19,673",2019
"4126","Sat, Jan 26, 2019","10:00p","Atlanta Hawks","111","Portland Trail Blazers","120","19,629",2019
"4127","Sun, Jan 27, 2019","3:30p","Cleveland Cavaliers","104","Chicago Bulls","101","19,675",2019
"4128","Sun, Jan 27, 2019","3:30p","Sacramento Kings","108","Los Angeles Clippers","122","19,068",2019
"4129","Sun, Jan 27, 2019","6:00p","Milwaukee Bucks","112","Oklahoma City Thunder","118","18,203",2019
"4130","Sun, Jan 27, 2019","7:00p","Toronto Raptors","123","Dallas Mavericks","120","20,308",2019
"4131","Sun, Jan 27, 2019","7:00p","Orlando Magic","98","Houston Rockets","103","18,055",2019
"4132","Sun, Jan 27, 2019","7:00p","Utah Jazz","125","Minnesota Timberwolves","111","14,542",2019
"4133","Sun, Jan 27, 2019","7:00p","Washington Wizards","119","San Antonio Spurs","132","18,354",2019
"4134","Sun, Jan 27, 2019","7:30p","Miami Heat","106","New York Knicks","97","18,852",2019
"4135","Sun, Jan 27, 2019","9:30p","Phoenix Suns","102","Los Angeles Lakers","116","18,997",2019
"4136","Mon, Jan 28, 2019","7:00p","New York Knicks","92","Charlotte Hornets","101","13,963",2019
"4137","Mon, Jan 28, 2019","7:00p","Golden State Warriors","132","Indiana Pacers","100","17,923",2019
"4138","Mon, Jan 28, 2019","7:30p","Brooklyn Nets","104","Boston Celtics","112","18,624",2019
"4139","Mon, Jan 28, 2019","8:00p","Denver Nuggets","95","Memphis Grizzlies","92","12,917",2019
"4140","Mon, Jan 28, 2019","10:30p","Atlanta Hawks","123","Los Angeles Clippers","118","17,382",2019
"4141","Tue, Jan 29, 2019","7:00p","Washington Wizards","113","Cleveland Cavaliers","116","19,432",2019
"4142","Tue, Jan 29, 2019","7:00p","Milwaukee Bucks","115","Detroit Pistons","105","14,187",2019
"4143","Tue, Jan 29, 2019","7:00p","Oklahoma City Thunder","126","Orlando Magic","117","16,341",2019
"4144","Tue, Jan 29, 2019","7:30p","Chicago Bulls","117","Brooklyn Nets","122","12,726",2019
"4145","Tue, Jan 29, 2019","8:00p","New Orleans Pelicans","121","Houston Rockets","116","18,055",2019
"4146","Tue, Jan 29, 2019","8:30p","Phoenix Suns","124","San Antonio Spurs","126","18,121",2019
"4147","Tue, Jan 29, 2019","10:30p","Philadelphia 76ers","121","Los Angeles Lakers","105","18,997",2019
"4148","Wed, Jan 30, 2019","7:30p","Charlotte Hornets","94","Boston Celtics","126","18,624",2019
"4149","Wed, Jan 30, 2019","7:30p","Chicago Bulls","105","Miami Heat","89","19,600",2019
"4150","Wed, Jan 30, 2019","7:30p","Dallas Mavericks","114","New York Knicks","90","18,842",2019
"4151","Wed, Jan 30, 2019","8:00p","Memphis Grizzlies","97","Minnesota Timberwolves","99","13,615",2019
"4152","Wed, Jan 30, 2019","8:00p","Denver Nuggets","105","New Orleans Pelicans","99","14,211",2019
"4153","Wed, Jan 30, 2019","8:00p","Indiana Pacers","89","Washington Wizards","107","15,354",2019
"4154","Wed, Jan 30, 2019","10:00p","Atlanta Hawks","113","Sacramento Kings","135","17,583",2019
"4155","Wed, Jan 30, 2019","10:30p","Utah Jazz","105","Portland Trail Blazers","132","19,393",2019
"4156","Thu, Jan 31, 2019","7:00p","Dallas Mavericks","89","Detroit Pistons","93","14,075",2019
"4157","Thu, Jan 31, 2019","7:00p","Indiana Pacers","100","Orlando Magic","107","16,625",2019
"4158","Thu, Jan 31, 2019","8:00p","Milwaukee Bucks","105","Toronto Raptors","92","19,800",2019
"4159","Thu, Jan 31, 2019","8:30p","Brooklyn Nets","114","San Antonio Spurs","117","18,057",2019
"4160","Thu, Jan 31, 2019","10:30p","Philadelphia 76ers","113","Golden State Warriors","104","19,596",2019
"4161","Thu, Jan 31, 2019","10:30p","Los Angeles Lakers","123","Los Angeles Clippers","120","19,068",2019
"4162","Fri, Feb 1, 2019","7:00p","Memphis Grizzlies","92","Charlotte Hornets","100","15,387",2019
"4163","Fri, Feb 1, 2019","7:30p","Boston Celtics","113","New York Knicks","99","18,343",2019
"4164","Fri, Feb 1, 2019","8:00p","Oklahoma City Thunder","118","Miami Heat","102","19,600",2019
"4165","Fri, Feb 1, 2019","9:00p","Atlanta Hawks","112","Utah Jazz","128","18,306",2019
"4166","Fri, Feb 1, 2019","10:00p","Houston Rockets","122","Denver Nuggets","136","20,106",2019
"4167","Sat, Feb 2, 2019","5:00p","Los Angeles Clippers","111","Detroit Pistons","101","17,862",2019
"4168","Sat, Feb 2, 2019","7:00p","Chicago Bulls","118","Charlotte Hornets","125","19,114",2019
"4169","Sat, Feb 2, 2019","7:00p","Brooklyn Nets","89","Orlando Magic","102","17,385",2019
"4170","Sat, Feb 2, 2019","7:00p","Milwaukee Bucks","131","Washington Wizards","115","20,409",2019
"4171","Sat, Feb 2, 2019","7:30p","Dallas Mavericks","111","Cleveland Cavaliers","98","19,432",2019
"4172","Sat, Feb 2, 2019","7:30p","Indiana Pacers","95","Miami Heat","88","19,600",2019
"4173","Sat, Feb 2, 2019","8:30p","Los Angeles Lakers","101","Golden State Warriors","115","19,596",2019
"4174","Sat, Feb 2, 2019","8:30p","New Orleans Pelicans","108","San Antonio Spurs","113","18,354",2019
"4175","Sat, Feb 2, 2019","9:00p","Denver Nuggets","107","Minnesota Timberwolves","106","17,208",2019
"4176","Sat, Feb 2, 2019","9:00p","Atlanta Hawks","118","Phoenix Suns","112","15,534",2019
"4177","Sat, Feb 2, 2019","9:00p","Houston Rockets","125","Utah Jazz","98","18,306",2019
"4178","Sat, Feb 2, 2019","10:00p","Philadelphia 76ers","108","Sacramento Kings","115","17,583",2019
"4179","Sun, Feb 3, 2019","1:00p","Memphis Grizzlies","96","New York Knicks","84","17,025",2019
"4180","Sun, Feb 3, 2019","2:00p","Oklahoma City Thunder","129","Boston Celtics","134","18,624",2019
"4181","Sun, Feb 3, 2019","3:00p","Los Angeles Clippers","103","Toronto Raptors","121","19,800",2019
"4182","Mon, Feb 4, 2019","7:00p","Denver Nuggets","103","Detroit Pistons","129","12,589",2019
"4183","Mon, Feb 4, 2019","7:00p","Atlanta Hawks","137","Washington Wizards","129","15,025",2019
"4184","Mon, Feb 4, 2019","7:30p","Milwaukee Bucks","113","Brooklyn Nets","94","16,209",2019
"4185","Mon, Feb 4, 2019","8:00p","Indiana Pacers","109","New Orleans Pelicans","107","15,780",2019
"4186","Mon, Feb 4, 2019","9:00p","Houston Rockets","118","Phoenix Suns","110","15,740",2019
"4187","Mon, Feb 4, 2019","10:00p","San Antonio Spurs","112","Sacramento Kings","127","16,245",2019
"4188","Tue, Feb 5, 2019","7:00p","Los Angeles Clippers","117","Charlotte Hornets","115","14,300",2019
"4189","Tue, Feb 5, 2019","7:00p","Boston Celtics","103","Cleveland Cavaliers","96","19,432",2019
"4190","Tue, Feb 5, 2019","7:00p","Los Angeles Lakers","94","Indiana Pacers","136","17,265",2019
"4191","Tue, Feb 5, 2019","7:30p","Detroit Pistons","105","New York Knicks","92","17,853",2019
"4192","Tue, Feb 5, 2019","8:00p","Minnesota Timberwolves","106","Memphis Grizzlies","108","13,454",2019
"4193","Tue, Feb 5, 2019","8:00p","Orlando Magic","122","Oklahoma City Thunder","132","18,203",2019
"4194","Tue, Feb 5, 2019","8:00p","Toronto Raptors","119","Philadelphia 76ers","107","20,472",2019
"4195","Tue, Feb 5, 2019","10:30p","Miami Heat","118","Portland Trail Blazers","108","19,468",2019
"4196","Wed, Feb 6, 2019","7:30p","Denver Nuggets","130","Brooklyn Nets","135","14,516",2019
"4197","Wed, Feb 6, 2019","8:00p","New Orleans Pelicans","125","Chicago Bulls","120","18,116",2019
"4198","Wed, Feb 6, 2019","8:00p","Washington Wizards","129","Milwaukee Bucks","148","17,360",2019
"4199","Wed, Feb 6, 2019","8:30p","Charlotte Hornets","93","Dallas Mavericks","99","19,606",2019
"4200","Wed, Feb 6, 2019","9:00p","Phoenix Suns","88","Utah Jazz","116","18,306",2019
"4201","Wed, Feb 6, 2019","10:00p","Houston Rockets","127","Sacramento Kings","101","17,583",2019
"4202","Wed, Feb 6, 2019","10:30p","San Antonio Spurs","102","Golden State Warriors","141","19,596",2019
"4203","Thu, Feb 7, 2019","7:00p","Los Angeles Clippers","92","Indiana Pacers","116","15,756",2019
"4204","Thu, Feb 7, 2019","7:00p","Minnesota Timberwolves","112","Orlando Magic","122","17,184",2019
"4205","Thu, Feb 7, 2019","7:30p","Toronto Raptors","119","Atlanta Hawks","101","16,036",2019
"4206","Thu, Feb 7, 2019","8:00p","Los Angeles Lakers","129","Boston Celtics","128","18,624",2019
"4207","Thu, Feb 7, 2019","8:00p","Memphis Grizzlies","95","Oklahoma City Thunder","117","18,203",2019
